"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Spec:** `contests/user-enter-contest.spec.ts:199`

**Project:** Mobile Chrome · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @contests @mutates @money @slow","66012","Two contests submitted back to back both appear in My Entries","Mobile Chrome","2026-09-18","passed","2026-09-18","Contests - Enter Contest","","",""
"**Spec:** `packs/opening-iframe.spec.ts:18`

**Project:** Desktop · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @packs @staff @smoke","26477","Buy launches the Repackz opening iframe with a close bar","Desktop","2026-09-18","passed","2026-09-18","Packs - opening iframe","","",""
"**Spec:** `data-verification/search.spec.ts:172`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @data-verification @prod","211","Search auto-switches the stat tab to one the searched player offers","Desktop","2026-09-18","skipped","2026-09-18","Data verification - feed search","","",""
"**Spec:** `navigation/shell.spec.ts:80`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @prod","1627","?coupon and ?btag are stored as the referral cookies","Desktop","2026-09-18","passed","2026-09-18","Shell - system pages","","",""
"**Spec:** `packs/access.spec.ts:27`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @packs @staff","12325","Staff user sees the Packs entry and can open the lobby","Mobile Chrome","2026-09-18","passed","2026-09-18","Packs - access control","","",""
"**Spec:** `home/home-search.spec.ts:48`

**Project:** Desktop · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @home @search @prod","20114","A common letter narrows the grid without emptying it","Desktop","2026-09-18","passed","2026-09-18","Home - Feed Search","","",""
"**Spec:** `auth/login.spec.ts:138`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @auth","39349","Login is rejected with an empty username","Mobile Safari","2026-09-18","passed","2026-09-18","Login - Invalid Credentials","","",""
"**Spec:** `slip-sharing/share-and-tail.spec.ts:172`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @slipShare @mutates @money","31262","Logged-out tailer signs in via the tail link, then auto-tails and submits","Desktop","2026-09-18","failed","2026-09-18","Slip sharing - share and tail","","",""
"**Spec:** `navigation/footer-nav.spec.ts:88`

**Project:** Mobile Safari · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @prod @smoke @critical","3641","Only one tab is active at a time and Home restores","Mobile Safari","2026-09-18","passed","2026-09-18","Bottom nav - tab routing and active indicator","","",""
"**Spec:** `transactions/transactions.spec.ts:421`

**Project:** Mobile Safari · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @transactions @contests @mutates @money","23155","Placing an entry logs Contest Placed and cancelling it logs Contest Canceled as the newest rows","Mobile Safari","2026-09-18","passed","2026-09-18","Transactions - contest rows","","",""
"**Spec:** `data-verification/player-detail-modal.spec.ts:23`

**Project:** Desktop · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @data-verification @prod","16721","Expert-opinion modal renders the API's player data","Desktop","2026-09-18","passed","2026-09-18","Data verification - player detail modal","","",""
"**Spec:** `theme/dark-mode.spec.ts:60`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @theme @staff","6309","Stored ""light"" preference boots the app light with the light logo","Mobile Chrome","2026-09-18","passed","2026-09-18","Theme - dark mode","","",""
"**Spec:** `auth/login.spec.ts:78`

**Project:** Desktop · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @smoke @prod","3446","User can log in with a valid email","Desktop","2026-09-18","passed","2026-09-18","Login - Valid Credentials","","",""
