"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Spec:** `navigation/footer-nav.spec.ts:88`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @navigation @prod @smoke @critical","18387","Only one tab is active at a time and Home restores","Mobile Chrome","2026-09-11","passed","2026-09-11","Bottom nav - tab routing and active indicator","","",""
"**Spec:** `settings/player-limits.spec.ts:18`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @settings @prod","33929","My Settings no longer renders the Player Limits controls","Mobile Safari","2026-09-11","passed","2026-09-11","Settings - Player Limits","","",""
"**Spec:** `navigation/shell.spec.ts:53`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @navigation @prod","10160","Unknown route renders the 404 page","Mobile Safari","2026-09-11","passed","2026-09-11","Shell - system pages","","",""
"**Spec:** `auth/login.spec.ts:206`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","3209","Unauthenticated user sees the Join Now button on home","Mobile Safari","2026-09-11","passed","2026-09-11","Login - Navigation","","",""
"**Spec:** `rewards/partner-rewards.spec.ts:38`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @rewards @prod","23558","Partner offer cards render, or the empty state when none are available","Mobile Chrome","2026-09-11","failed","2026-09-11","Rewards - Partner Rewards","","",""
"**Spec:** `navigation/legal.spec.ts:108`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @navigation @legal @footer @prod","19374","Every internal footer link resolves 200 and external links are absolute https","Desktop","2026-09-11","passed","2026-09-11","Legal - footer links","","",""
"**Spec:** `auth/login.spec.ts:154`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","37716","Login is rejected with both fields empty","Mobile Safari","2026-09-11","passed","2026-09-11","Login - Invalid Credentials","","",""
"**Spec:** `navigation/legal.spec.ts:41`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @navigation @legal @prod","15475","Signup Class Action Waiver link opens the Terms document at #class-action","Mobile Chrome","2026-09-11","passed","2026-09-11","Legal - policy documents","","",""
"**Spec:** `transactions/transactions.spec.ts:157`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @transactions @prod","10555","Transaction Log renders with the month and type filters","Desktop","2026-09-11","passed","2026-09-11","Transactions - transaction log","","",""
"**Spec:** `auth/login.spec.ts:30`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","2107","Login page renders all expected elements","Mobile Safari","2026-09-11","passed","2026-09-11","Login - Page Rendering","","",""
