"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Spec:** `slip-persistence/slip-persistence.spec.ts:83`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @slipPersist @prod","20553","Slip persists through a hard page reload","Mobile Chrome","2026-09-24","passed","2026-09-24","Slip persistence - navigation and reload","","",""
"**Spec:** `navigation/shell-desktop.spec.ts:43`

**Project:** Desktop · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @desktop @navigation @prod","33706","Logged-out carousel shows the $5 signup entry and the first-deposit match","Desktop","2026-09-24","passed","2026-09-24","Shell - desktop header promo carousel","","",""
"**Spec:** `data-verification/search.spec.ts:247`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @data-verification @prod","30823","No-result, minimum-length and clear behaviours","Mobile Safari","2026-09-24","passed","2026-09-24","Data verification - feed search","","",""
"**Spec:** `settings/settings.spec.ts:16`

**Project:** Desktop · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @settings @prod","31610","My Settings shows the username, email and name from the user API","Desktop","2026-09-24","passed","2026-09-24","Settings - My Settings","","",""
"**Spec:** `data-verification/search.spec.ts:101`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @data-verification @prod","8629","Searching an API player's full name shows only matching cards","Mobile Chrome","2026-09-24","passed","2026-09-24","Data verification - feed search","","",""
"**Spec:** `menu/account-center.spec.ts:39`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @menu @prod","10040","Items are grouped under Account, Rewards and Support","Mobile Chrome","2026-09-24","passed","2026-09-24","Menu - Account Center","","",""
"**Spec:** `data-verification/picks-grid.spec.ts:426`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @data-verification @prod","5642","Match selector lists every API match for the default league","Mobile Chrome","2026-09-24","passed","2026-09-24","Data verification - picks grid","","",""
"**Spec:** `navigation/shell.spec.ts:33`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @navigation @prod","30448","Packs tab sends a logged-out visitor to the free-signup login page","Mobile Safari","2026-09-24","passed","2026-09-24","Shell - logged-out bottom nav","","",""
"**Spec:** `auth/login.spec.ts:122`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @auth","36018","Login is rejected with an invalid password","Mobile Chrome","2026-09-24","passed","2026-09-24","Login - Invalid Credentials","","",""
"**Spec:** `entries/entry-card.spec.ts:174`

**Project:** Desktop · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @entries @prod","28039","Share button opens the share-slip modal for shareable entries","Desktop","2026-09-24","skipped","2026-09-24","My Entries - entry card","","",""
"**Spec:** `entries/entries.spec.ts:19`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @entries @smoke @prod @critical","27235","Active tab shows the Entry Amount and Max Payout stats","Mobile Safari","2026-09-24","passed","2026-09-24","My Entries - Active and History","","",""
"**Spec:** `entries/entries.spec.ts:185`

**Project:** Desktop · **Env:** staging · **Release:** release-46

**User:** default (qa***)

**Tags:** @entries","27267","Switching from 6 Months to 7 Days never increases the history count","Desktop","2026-09-24","passed","2026-09-24","My Entries - Active and History","","",""
