"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Spec:** `auth/login.spec.ts:206`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","4481","Unauthenticated user sees the Join Now button on home","Mobile Chrome","2026-09-10","passed","2026-09-10","Login - Navigation","","",""
"**Spec:** `auth/login-modal-desktop.spec.ts:64`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @desktop @auth @prod","14170","Submitting valid credentials in the modal signs the user in","Desktop","2026-09-10","passed","2026-09-10","Login - Desktop Modal","","",""
"**Spec:** `auth/login.spec.ts:90`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)","7301","User lands on home after a successful login","Mobile Chrome","2026-09-10","passed","2026-09-10","Login - Valid Credentials","","",""
"**Spec:** `auth/login.spec.ts:154`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","36559","Login is rejected with both fields empty","Mobile Chrome","2026-09-10","passed","2026-09-10","Login - Invalid Credentials","","",""
"**Spec:** `rewards/partner-rewards.spec.ts:38`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @rewards @prod","14672","Partner offer cards render, or the empty state when none are available","Desktop","2026-09-10","passed","2026-09-10","Rewards - Partner Rewards","","",""
"**Spec:** `signup/signup.spec.ts:213`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @signup @validation","5493","Shows an error when the email is already taken","Mobile Chrome","2026-09-10","passed","2026-09-10","Signup - Validation","","",""
"**Spec:** `entries/entry-card.spec.ts:261`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @entries @contests @mutates @money","48564","Fresh entry shows a live cancel countdown and confirming Cancel Entry removes it everywhere","Desktop","2026-09-10","passed","2026-09-10","My Entries - cancel entry","","",""
"**Spec:** `rewards/partner-rewards.spec.ts:118`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @rewards @prod","14609","Switching to the Promotions sub-tab routes to /rewards/promotions","Mobile Chrome","2026-09-10","passed","2026-09-10","Rewards - Partner Rewards","","",""
"**Spec:** `transactions/transactions.spec.ts:276`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @transactions @prod","12340","Switching month reloads the log for that month","Mobile Safari","2026-09-10","passed","2026-09-10","Transactions - transaction log","","",""
"**Spec:** `auth/login.spec.ts:30`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","3684","Login page renders all expected elements","Mobile Chrome","2026-09-10","passed","2026-09-10","Login - Page Rendering","","",""
"**Spec:** `auth/login.spec.ts:164`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","39124","Error clears on retry with valid credentials","Mobile Chrome","2026-09-10","passed","2026-09-10","Login - Invalid Credentials","","",""
"**Spec:** `packs/pack-detail.spec.ts:17`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @packs @staff @smoke","29873","Detail page shows the pack name, Buy CTA and a back link","Mobile Chrome","2026-09-10","passed","2026-09-10","Packs - pack detail","","",""
"**Spec:** `packs/pack-detail.spec.ts:64`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @packs @staff","18507","Quantity stepper is bounded at 1 and scales the Buy price","Desktop","2026-09-10","skipped","2026-09-10","Packs - pack detail","","",""
"**Spec:** `slip-persistence/slip-persistence.spec.ts:56`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @slipPersist @prod","53859","Slip persists through a Rewards tab round-trip","Mobile Chrome","2026-09-10","failed","2026-09-10","Slip persistence - navigation and reload","","",""
"**Spec:** `data-verification/search.spec.ts:101`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @data-verification @prod","17207","Searching an API player's full name shows only matching cards","Mobile Safari","2026-09-10","passed","2026-09-10","Data verification - feed search","","",""
"**Spec:** `auth/login.spec.ts:243`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","26660","User can log in again after logging out","Mobile Safari","2026-09-10","passed","2026-09-10","Login - Logout Flow","","",""
"**Spec:** `packs/pack-detail.spec.ts:93`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @packs @staff","20811","Unknown pack id shows the not-found message","Mobile Chrome","2026-09-10","passed","2026-09-10","Packs - pack detail","","",""
"**Spec:** `signup/signup.spec.ts:81`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @signup","16386","All required fields are visible","Mobile Safari","2026-09-10","passed","2026-09-10","Signup - Form Fields","","",""
"**Spec:** `signup/signup.spec.ts:50`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @signup @terms","12836","Deeplink with referral pre-populates the coupon field","Mobile Chrome","2026-09-10","passed","2026-09-10","Signup - Entry Points","","",""
"**Spec:** `auth/login.spec.ts:164`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","46409","Error clears on retry with valid credentials","Mobile Safari","2026-09-10","passed","2026-09-10","Login - Invalid Credentials","","",""
"**Spec:** `slip-sharing/tail-feed.spec.ts:89`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @tailFeed @mutates @money","43124","For You tab renders (empty hero in single-user envs, cards otherwise)","Mobile Safari","2026-09-10","passed","2026-09-10","Tail feed - share toggle and tailing","","",""
"**Spec:** `navigation/shell.spec.ts:62`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @navigation @prod","22158","/_offline renders the offline page and Reload reloads it","Mobile Safari","2026-09-10","passed","2026-09-10","Shell - system pages","","",""
"**Spec:** `navigation/shell-desktop.spec.ts:22`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @desktop @navigation @prod","23280","Track Picks opens the login modal for a logged-out visitor","Desktop","2026-09-10","passed","2026-09-10","Shell - desktop logged-out top nav","","",""
"**Spec:** `navigation/shell.spec.ts:33`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @navigation @prod","17287","Packs tab sends a logged-out visitor to the free-signup login page","Mobile Safari","2026-09-10","passed","2026-09-10","Shell - logged-out bottom nav","","",""
"**Spec:** `auth/login.spec.ts:138`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @auth","41217","Login is rejected with an empty username","Mobile Safari","2026-09-10","passed","2026-09-10","Login - Invalid Credentials","","",""
"**Spec:** `entries/entries.spec.ts:96`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @entries @smoke @prod @critical","22151","User can switch between the Active and History tabs","Desktop","2026-09-10","passed","2026-09-10","My Entries - Active and History","","",""
"**Spec:** `theme/dark-mode.spec.ts:131`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @theme","18066","Toggle visibility matches the staff gate for the logged-in user","Mobile Safari","2026-09-10","passed","2026-09-10","Theme - dark mode","","",""
"**Spec:** `navigation/legal.spec.ts:27`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @navigation @legal @prod","12965","/privacy-policy renders the Privacy Policy PDF","Desktop","2026-09-10","passed","2026-09-10","Legal - policy documents","","",""
"**Spec:** `navigation/shell-desktop.spec.ts:22`

**Project:** Desktop · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @desktop @navigation @prod","23409","Rewards opens the login modal for a logged-out visitor","Desktop","2026-09-10","passed","2026-09-10","Shell - desktop logged-out top nav","","",""
"**Spec:** `entries/entry-card.spec.ts:134`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @entries @prod","29305","Live entries surface a Live indicator","Mobile Safari","2026-09-10","skipped","2026-09-10","My Entries - entry card","","",""
"**Spec:** `auth/login.spec.ts:100`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)","6077","Login honours the ""next"" query param redirect","Mobile Chrome","2026-09-10","passed","2026-09-10","Login - Valid Credentials","","",""
"**Spec:** `menu/account-center.spec.ts:69`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @menu @prod","37446","Items route to their destination pages","Mobile Safari","2026-09-10","passed","2026-09-10","Menu - Account Center","","",""
"**Spec:** `data-verification/entries-history.spec.ts:50`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-44

**User:** default (qa***)

**Tags:** @data-verification @prod","16527","History cards and summary render the history API data","Mobile Chrome","2026-09-10","passed","2026-09-10","Data verification - history entries","","",""
