"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Spec:** `data-verification/picks-grid.spec.ts:330`

**Project:** Mobile Safari · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @data-verification @prod","2181","Stats selector tabs equal the API stat names for the default league","Mobile Safari","2026-09-17","passed","2026-09-17","Data verification - picks grid","","",""
"**Spec:** `packs/access.spec.ts:27`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @packs @staff","43419","Staff user sees the Packs entry and can open the lobby","Mobile Safari","2026-09-17","passed","2026-09-17","Packs - access control","","",""
"**Spec:** `navigation/legal.spec.ts:27`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @legal @prod","2628","/rules renders the Game Rules PDF","Desktop","2026-09-17","passed","2026-09-17","Legal - policy documents","","",""
"**Spec:** `rewards/partner-rewards.spec.ts:95`

**Project:** Mobile Chrome · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @rewards @prod","1400","An available offer exposes an enabled CTA","Mobile Chrome","2026-09-17","skipped","2026-09-17","Rewards - Partner Rewards","","",""
"**Spec:** `transactions/transactions.spec.ts:374`

**Project:** Mobile Chrome · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @transactions @prod","2105","Empty state renders for a month with no transactions","Mobile Chrome","2026-09-17","passed","2026-09-17","Transactions - transaction log","","",""
"**Spec:** `auth/login.spec.ts:90`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-45

**User:** default (qa***)","7838","User lands on home after a successful login","Mobile Safari","2026-09-17","passed","2026-09-17","Login - Valid Credentials","","",""
"**Spec:** `entries/entry-card.spec.ts:364`

**Project:** Mobile Safari · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @entries @contests @mutates @money","33672","Confirming cancel twice fires the cancel request only once (double-submit guard)","Mobile Safari","2026-09-17","passed","2026-09-17","My Entries - cancel entry","","",""
"**Spec:** `slip-sharing/tail-feed.spec.ts:107`

**Project:** Desktop · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @tailFeed @mutates @money","8645","Following tab shows the empty state (single user, no follows)","Desktop","2026-09-17","passed","2026-09-17","Tail feed - share toggle and tailing","","",""
"**Spec:** `home/home-search.spec.ts:48`

**Project:** Desktop · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @home @search @prod","19670","A common letter narrows the grid without emptying it","Desktop","2026-09-17","passed","2026-09-17","Home - Feed Search","","",""
"**Spec:** `navigation/footer-nav.spec.ts:55`

**Project:** Mobile Safari · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @prod","2567","Fifth tab (Free2Play or Packs) routes and takes the indicator","Mobile Safari","2026-09-17","passed","2026-09-17","Bottom nav - tab routing and active indicator","","",""
"**Spec:** `navigation/legal.spec.ts:41`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @legal @prod","3228","Signup Class Action Waiver link opens the Terms document at #class-action","Desktop","2026-09-17","passed","2026-09-17","Legal - policy documents","","",""
"**Spec:** `entries/entries.spec.ts:96`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @entries @smoke @prod @critical","14863","User can switch between the Active and History tabs","Mobile Chrome","2026-09-17","passed","2026-09-17","My Entries - Active and History","","",""
"**Spec:** `entries/entry-card.spec.ts:261`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @entries @contests @mutates @money","31188","Fresh entry shows a live cancel countdown and confirming Cancel Entry removes it everywhere","Desktop","2026-09-17","passed","2026-09-17","My Entries - cancel entry","","",""
"**Spec:** `entries/entries.spec.ts:67`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @entries","32573","Entry card expands and collapses via its header button","Mobile Safari","2026-09-17","passed","2026-09-17","My Entries - Active and History","","",""
"**Spec:** `navigation/footer-nav.spec.ts:88`

**Project:** Mobile Safari · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @prod @smoke @critical","2210","Only one tab is active at a time and Home restores","Mobile Safari","2026-09-17","passed","2026-09-17","Bottom nav - tab routing and active indicator","","",""
"**Spec:** `packs/pack-detail.spec.ts:35`

**Project:** Mobile Safari · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @packs @staff","2170","Back link returns to the lobby","Mobile Safari","2026-09-17","passed","2026-09-17","Packs - pack detail","","",""
"**Spec:** `navigation/shell.spec.ts:33`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @prod","134","Entries tab sends a logged-out visitor to the free-signup login page","Desktop","2026-09-17","skipped","2026-09-17","Shell - logged-out bottom nav","","",""
"**Spec:** `navigation/footer-nav.spec.ts:23`

**Project:** Mobile Chrome · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @prod","1442","Feed tab routes to /challenges/feed and takes the indicator","Mobile Chrome","2026-09-17","passed","2026-09-17","Bottom nav - tab routing and active indicator","","",""
"**Spec:** `entries/entries.spec.ts:263`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @entries @smoke @prod","175503","Pagination advances through every history page","Mobile Safari","2026-09-17","passed","2026-09-17","My Entries - Active and History","","",""
"**Spec:** `auth/login.spec.ts:39`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @auth","1819","Login page is reachable by direct URL","Mobile Chrome","2026-09-17","passed","2026-09-17","Login - Page Rendering","","",""
"**Spec:** `navigation/legal.spec.ts:27`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @legal @prod","3371","/terms/packs renders the Packs Terms PDF","Desktop","2026-09-17","passed","2026-09-17","Legal - policy documents","","",""
"**Spec:** `packs/pack-detail.spec.ts:48`

**Project:** Mobile Chrome · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @packs @staff","2113","View Odds opens the Pack Odds modal (when the pack has odds)","Mobile Chrome","2026-09-17","passed","2026-09-17","Packs - pack detail","","",""
"**Spec:** `auth/login.spec.ts:222`

**Project:** Desktop · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @auth @smoke @prod @critical","12353","Logged-in user can log out","Desktop","2026-09-17","passed","2026-09-17","Login - Logout Flow","","",""
"**Spec:** `auth/login.spec.ts:78`

**Project:** Desktop · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @smoke @prod","6147","User can log in with a valid email","Desktop","2026-09-17","passed","2026-09-17","Login - Valid Credentials","","",""
"**Spec:** `entries/entry-card.spec.ts:80`

**Project:** Mobile Safari · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @entries @prod","4674","History cards never render the pick-badge preview","Mobile Safari","2026-09-17","passed","2026-09-17","My Entries - entry card","","",""
"**Spec:** `auth/login.spec.ts:146`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @auth","36662","Login is rejected with an empty password","Mobile Chrome","2026-09-17","passed","2026-09-17","Login - Invalid Credentials","","",""
"**Spec:** `auth/login.spec.ts:154`

**Project:** Desktop · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @auth","38370","Login is rejected with both fields empty","Desktop","2026-09-17","passed","2026-09-17","Login - Invalid Credentials","","",""
"**Spec:** `auth/login.spec.ts:138`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @auth","39096","Login is rejected with an empty username","Mobile Safari","2026-09-17","passed","2026-09-17","Login - Invalid Credentials","","",""
"**Spec:** `auth/login.spec.ts:130`

**Project:** Mobile Safari · **Env:** staging · **Release:** release-45

**User:** default (qa***)

**Tags:** @auth","40286","Login is rejected for an unknown username","Mobile Safari","2026-09-17","passed","2026-09-17","Login - Invalid Credentials","","",""
