"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","cannot login with empty username","Mobile Safari","2026-05-15","skipped","2026-05-15","Login - Invalid Credentials","","",""
"","0","Header ""Join Now"" opens Terms page","Mobile Safari","2026-05-15","skipped","2026-05-15","Signup - Entry Points","","",""
"","0","Verify user limit modal","Mobile Chrome","2026-05-15","skipped","2026-05-15","User limit modal","","",""
"","0","Open Terms page from header Join Now","Mobile Safari","2026-05-15","skipped","2026-05-15","@signup @terms","","",""
"","0","terms page --> signup page","Mobile Chrome","2026-05-15","skipped","2026-05-15","@signup @terms","","",""
"","0","login page is accessible via direct URL navigation","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Page Rendering","","",""
"","0","user is redirected to home after successful login","Mobile Safari","2026-05-15","skipped","2026-05-15","Login - Valid Credentials","","",""
"","0","Deeplink with referral pre-populates the coupon field","Mobile Safari","2026-05-15","skipped","2026-05-15","Signup - Entry Points","","",""
"","0","Verify user data renders correctly","Mobile Chrome","2026-05-15","skipped","2026-05-15","My Settings","","",""
"","0","All required fields are visible","Mobile Safari","2026-05-15","skipped","2026-05-15","Signup - Form Fields","","",""
"","0","user can login again after logout","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Logout Flow","","",""
"","0","Logged-in tailer clicks ""Tail this entry"" and submits the same picks","Mobile Chrome","2026-05-15","skipped","2026-05-15","Slip sharing & tailing","","",""
"","0","should display all required form fields","Mobile Chrome","2026-05-15","skipped","2026-05-15","Signup Page - Form Fields","","",""
"","0","cannot login with unknown username","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Invalid Credentials","","",""
"","0","slip persists through Entries tab round-trip","Mobile Chrome","2026-05-15","skipped","2026-05-15","Slip persistence","","",""
"","0","Verify navigation between Active and History tabs","Mobile Safari","2026-05-15","skipped","2026-05-15","User entries","","",""
"","3915","login page is accessible via direct URL navigation","Mobile Safari","2026-05-15","failed","2026-05-15","Login - Page Rendering","","",""
"","0","Verify user can update the daily entry limits","Mobile Safari","2026-05-15","skipped","2026-05-15","My Settings","","",""
"","21510","Five player contest Submission @smoke","Mobile Safari","2026-05-15","passed","2026-05-15","User Enter Contest","","",""
"","0","unauthenticated user sees Join Now button on home","Mobile Safari","2026-05-15","skipped","2026-05-15","Login - Navigation","","",""
"","91509","Submit multiple contests back to back","Mobile Safari","2026-05-15","failed","2026-05-15","User Enter Contest","","",""
"","0","Verify history entry card details match API data","Mobile Chrome","2026-05-15","skipped","2026-05-15","User entries","","",""
"","0","terms page --> signup page","Mobile Safari","2026-05-15","skipped","2026-05-15","@signup @terms","","",""
"","0","slip persists through Rewards tab round-trip","Mobile Chrome","2026-05-15","skipped","2026-05-15","Slip persistence","","",""
"","1","Verify entry card expand and collapse","Mobile Chrome","2026-05-15","skipped","2026-05-15","User entries","","",""
"","0","Verify navigation between Active and History tabs","Mobile Chrome","2026-05-15","skipped","2026-05-15","User entries","","",""
"","0","Deeplink with referrals pre-populates","Mobile Chrome","2026-05-15","skipped","2026-05-15","@signup @terms","","",""
"","0","Shows an error when password confirmation does not match","Mobile Chrome","2026-05-15","skipped","2026-05-15","Signup - Form Fields","","",""
"","0","Footer ""Sign Up"" opens Terms page","Mobile Chrome","2026-05-15","skipped","2026-05-15","Signup - Entry Points","","",""
"","0","Verify history entry card details match API data","Mobile Safari","2026-05-15","skipped","2026-05-15","User entries","","",""
"","0","password field masks input","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Page Rendering","","",""
"","0","Logged-in tailer clicks ""Tail this entry"" and submits the same picks","Mobile Safari","2026-05-15","skipped","2026-05-15","Slip sharing & tailing","","",""
"","0","user can login with valid email","Mobile Safari","2026-05-15","skipped","2026-05-15","Login - Valid Credentials","","",""
"","0","slip persists through Entries tab round-trip","Mobile Safari","2026-05-15","skipped","2026-05-15","Slip persistence","","",""
"","0","Verify Contest Entry Using promo from Promotions Tab","Mobile Safari","2026-05-15","skipped","2026-05-15","Promo Contest Entry","","",""
"","0","Shows an error when the email is already taken","Mobile Safari","2026-05-15","skipped","2026-05-15","Signup - Validation","","",""
"","0","Deeplink with referrals pre-populates","Mobile Safari","2026-05-15","skipped","2026-05-15","@signup @terms","","",""
"","0","Verify user limit modal","Mobile Safari","2026-05-15","skipped","2026-05-15","User limit modal","","",""
"","0","Verify Pagination works","Mobile Chrome","2026-05-15","skipped","2026-05-15","User entries","","",""
"","0","Verify active tab displays Entry Amount and Max Payout","Mobile Safari","2026-05-15","skipped","2026-05-15","User entries","","",""
"","0","Form accepts valid data in all fields","Mobile Safari","2026-05-15","skipped","2026-05-15","Signup - Form Fields","","",""
"","0","cannot login with invalid password","Mobile Safari","2026-05-15","skipped","2026-05-15","Login - Invalid Credentials","","",""
"","0","Terms page leads to signup page","Mobile Safari","2026-05-15","skipped","2026-05-15","Signup - Entry Points","","",""
"","0","Logged-out tailer signs in via the tail link, then auto-tails and submits","Mobile Chrome","2026-05-15","skipped","2026-05-15","Slip sharing & tailing","","",""
"","0","slip persists through Rewards tab round-trip","Mobile Safari","2026-05-15","skipped","2026-05-15","Slip persistence","","",""
"","0","Succesfully signup using OTP","Mobile Chrome","2026-05-15","skipped","2026-05-15"," Modal - Authorization","","",""
"","0","Verify active tab displays Entry Amount and Max Payout","Mobile Chrome","2026-05-15","skipped","2026-05-15","User entries","","",""
"","0","cannot login with empty username","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Invalid Credentials","","",""
"","0","Open Terms page from header Join Now","Mobile Chrome","2026-05-15","skipped","2026-05-15","@signup @terms","","",""
"","0","cannot login with both fields empty","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Invalid Credentials","","",""
"","0","should display 2FA modal after clicking ""Text me a Code""","Mobile Chrome","2026-05-15","skipped","2026-05-15"," Modal - Authorization","","",""
"","0","password field masks input","Mobile Safari","2026-05-15","skipped","2026-05-15","Login - Page Rendering","","",""
"","0","Verify time period switching updates history data","Mobile Safari","2026-05-15","skipped","2026-05-15","User entries","","",""
"","0","cannot login with both fields empty","Mobile Safari","2026-05-15","skipped","2026-05-15","Login - Invalid Credentials","","",""
"","0","logout flow works for logged-in user","Mobile Safari","2026-05-15","skipped","2026-05-15","Login - Logout Flow","","",""
"","0","Navigating to last page then switching dropdown resets view and verify data","Mobile Safari","2026-05-15","skipped","2026-05-15","User entries","","",""
"","0","Logged-out tailer signs in via the tail link, then auto-tails and submits","Mobile Safari","2026-05-15","skipped","2026-05-15","Slip sharing & tailing","","",""
"","0","user is redirected to home after successful login","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Valid Credentials","","",""
"","0","logout flow works for logged-in user","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Logout Flow","","",""
"","0","Succesfully signup using OTP","Mobile Safari","2026-05-15","skipped","2026-05-15"," Modal - Authorization","","",""
"","0","Deeplink with referral pre-populates the coupon field","Mobile Chrome","2026-05-15","skipped","2026-05-15","Signup - Entry Points","","",""
"","0","login respects ""next"" query param redirect","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Valid Credentials","","",""
"","10359","Five player contest Submission @smoke","Mobile Chrome","2026-05-15","passed","2026-05-15","User Enter Contest","","",""
"","0","terms page --> signup page","Mobile Safari","2026-05-15","skipped","2026-05-15","@signup @terms","","",""
"","0","Header ""Join Now"" opens Terms page","Mobile Chrome","2026-05-15","skipped","2026-05-15","Signup - Entry Points","","",""
"","0","Terms page leads to signup page","Mobile Chrome","2026-05-15","skipped","2026-05-15","Signup - Entry Points","","",""
"","0","user can login with valid email","Mobile Chrome","2026-05-15","skipped","2026-05-15","Login - Valid Credentials","","",""
"","0","should fill all form fields with valid data","Mobile Chrome","2026-05-15","skipped","2026-05-15","Signup Page - Form Fields","","",""
"","0","login respects ""next"" query param redirect","Mobile Safari","2026-05-15","skipped","2026-05-15","Login - Valid Credentials","","",""
"","0","Navigating to last page then switching dropdown resets view and verify data","Mobile Chrome","2026-05-15","skipped","2026-05-15","User entries","","",""
