"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Spec:** `auth/login.spec.ts:243`

**Project:** Desktop · **Env:** staging · **Release:** release-43

**User:** default (qa***)

**Tags:** @auth","21795","User can log in again after logging out","Desktop","2026-09-08","passed","2026-09-08","Login - Logout Flow","","",""
"**Spec:** `entries/entries.spec.ts:38`

**Project:** Desktop · **Env:** staging · **Release:** release-43

**User:** default (qa***)

**Tags:** @entries","18403","Active tab shows at most one page of entry cards, or the no-data state","Desktop","2026-09-08","passed","2026-09-08","My Entries - Active and History","","",""
"**Spec:** `contests/user-enter-contest.spec.ts:60`

**Project:** Mobile Chrome · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @contests @mutates @money","4949","Picks Submitted screen exposes the description CTA and opens the editor","Mobile Chrome","2026-09-08","passed","2026-09-08","Contests - Enter Contest","","",""
"**Spec:** `packs/opening-iframe.spec.ts:50`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-43

**User:** default (qa***)

**Tags:** @packs @staff","28068","Close bar dismisses the iframe and restores the Buy CTA","Mobile Chrome","2026-09-08","passed","2026-09-08","Packs - opening iframe","","",""
"**Spec:** `entries/entry-card.spec.ts:96`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @entries @prod","4671","Dedicated chevron toggle expands and collapses the card","Desktop","2026-09-08","passed","2026-09-08","My Entries - entry card","","",""
"**Spec:** `auth/login.spec.ts:39`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-43

**User:** default (qa***)

**Tags:** @auth","3366","Login page is reachable by direct URL","Mobile Chrome","2026-09-08","passed","2026-09-08","Login - Page Rendering","","",""
"**Spec:** `navigation/legal.spec.ts:27`

**Project:** Mobile Safari · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @navigation @legal @prod","2349","/terms/packs renders the Packs Terms PDF","Mobile Safari","2026-09-08","passed","2026-09-08","Legal - policy documents","","",""
"**Spec:** `rewards/partner-rewards.spec.ts:95`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @rewards @prod","2116","An available offer exposes an enabled CTA","Desktop","2026-09-08","skipped","2026-09-08","Rewards - Partner Rewards","","",""
"**Spec:** `packs/pack-detail.spec.ts:64`

**Project:** Desktop · **Env:** staging · **Release:** local

**User:** default (qa***)

**Tags:** @packs @staff","14916","Quantity stepper is bounded at 1 and scales the Buy price","Desktop","2026-09-08","skipped","2026-09-08","Packs - pack detail","","",""
"**Spec:** `slip-sharing/tail-feed.spec.ts:123`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-43

**User:** default (qa***)

**Tags:** @tailFeed @mutates @money","65494","Share toggle off keeps a newly placed contest off the You tab","Mobile Chrome","2026-09-08","passed","2026-09-08","Tail feed - share toggle and tailing","","",""
"**Spec:** `menu/account-center.spec.ts:69`

**Project:** Mobile Chrome · **Env:** staging · **Release:** release-43

**User:** default (qa***)

**Tags:** @menu @prod","18044","Items route to their destination pages","Mobile Chrome","2026-09-08","passed","2026-09-08","Menu - Account Center","","",""
